bizesNm,indsLclsNm,indsMclsNm,adongNm,sigunguNm,sigunguDetailNm,rdnAdr
옛날에금잔디,음식,한식,도산동,광주광역시,광산구,광주광역시 광산구 도산로9번길 54
광주냉난방기,수리·개인,가전제품 수리,상무1동,광주광역시,서구,광주광역시 서구 월드컵4강로210번길 11-3
남성크로커다일,소매,섬유·의복·신발 소매,화정4동,광주광역시,서구,광주광역시 서구 월드컵4강로 73
예스1공인중개사사무소,부동산,부동산 서비스,봉선2동,광주광역시,남구,광주광역시 남구 봉선로 106
베스트공인중개사사무소,부동산,부동산 서비스,수완동,광주광역시,광산구,광주광역시 광산구 장신로 31
대동실업,소매,철물·건설자재 소매,삼각동,광주광역시,북구,광주광역시 북구 우치로361번길 22
둥지공인중개사무소,부동산,부동산 서비스,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡산정로 69
현대카클리닉,수리·개인,자동차 수리·세차,신창동,광주광역시,광산구,광주광역시 광산구 신창로48번길 36
맛과멋연구소,교육,기타 교육,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로67번길 20
프로헬스클럽,예술·스포츠,스포츠 서비스,화정2동,광주광역시,서구,광주광역시 서구 월드컵4강로28번길 62
코끼리아구찜,음식,한식,운남동,광주광역시,광산구,광주광역시 광산구 목련로153번안길 29
기아오토큐흑석점타이어,소매,자동차 부품 소매,하남동,광주광역시,광산구,광주광역시 광산구 용아로 426
업소명없음,음식,비알코올 ,학운동,광주광역시,동구,광주광역시 동구 증심사길30번길 20
사랑더하기,음식,주점,운암2동,광주광역시,북구,광주광역시 북구 대자로 88-2
한국자동차유리,소매,자동차 부품 소매,농성1동,광주광역시,서구,광주광역시 서구 월산로 265
삼익세탁소,수리·개인,세탁,동림동,광주광역시,북구,광주광역시 북구 유림로 175
크리스탈,숙박,일반 숙박,농성2동,광주광역시,서구,광주광역시 서구 화정로309번길 38
컴포즈커피,음식,비알코올 ,문흥1동,광주광역시,북구,광주광역시 북구 문산로 43-2
설코다리,음식,한식,진월동,광주광역시,남구,광주광역시 남구 광복마을길 5
아모레슈퍼,소매,종합 소매,산수2동,광주광역시,동구,광주광역시 동구 필문대로191번길 43-31
신일철물,소매,철물·건설자재 소매,용봉동,광주광역시,북구,광주광역시 북구 문화소통로 148
고고노래연습장,예술·스포츠,유원지·오락,주월1동,광주광역시,남구,광주광역시 남구 회서로52번길 21
씨에스네트웍스,소매,식료품 소매,풍암동,광주광역시,서구,광주광역시 서구 풍암2로57번길 11
신세기자동차정비공업사유,수리·개인,자동차 수리·세차,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로 642
드림잡스쿨,예술·스포츠,유원지·오락,도산동,광주광역시,광산구,광주광역시 광산구 남동길 11-19
빛고을현대서비스,수리·개인,자동차 수리·세차,신창동,광주광역시,광산구,광주광역시 광산구 풍영정길 333
와이마트오치점,소매,종합 소매,오치1동,광주광역시,북구,광주광역시 북구 서하로 302
양림종로약국,소매,의약·화장품 소매,양림동,광주광역시,남구,광주광역시 남구 양림로 62
에스원호텔,숙박,일반 숙박,치평동,광주광역시,서구,광주광역시 서구 상무연하로 3
롯데광주갤럭시라이프스타일,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 독립로 268
천사곱창광주,음식,한식,우산동,광주광역시,광산구,광주광역시 광산구 사암로216번길 10-17
커피엠,음식,비알코올 ,월곡2동,광주광역시,광산구,광주광역시 광산구 사암로340번길 35
윤이불닭발,음식,한식,중흥동,광주광역시,북구,광주광역시 북구 서방로31번길 6
에이피씨,시설관리·임대,시설관리,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로124번길 27
씨엠교육,교육,일반 교육,봉선2동,광주광역시,남구,광주광역시 남구 오방로 5
S00s,소매,섬유·의복·신발 소매,두암2동,광주광역시,북구,광주광역시 북구 동문대로 200
에스에이치푸드,음식,한식,어룡동,광주광역시,광산구,광주광역시 광산구 소촌로152번길 38
동아장식,소매,철물·건설자재 소매,계림1동,광주광역시,동구,광주광역시 동구 동계천로 37
바이정,과학·기술,사진 촬영,사직동,광주광역시,남구,광주광역시 남구 천변좌로 366
마징가,음식,주점,서남동,광주광역시,동구,광주광역시 동구 문화전당로35번길 3-6
정보통신,소매,가전·통신 소매,주월2동,광주광역시,남구,광주광역시 남구 군분로 28-1
로뎀플라워,소매,식물 소매,봉선1동,광주광역시,남구,광주광역시 남구 봉선1로 45-1
완도소안수협직매장광산점,소매,식료품 소매,하남동,광주광역시,광산구,광주광역시 광산구 용아로 389
히스토리브런치카페,음식,비알코올 ,월산4동,광주광역시,남구,광주광역시 남구 대남대로 404
전대약국,소매,의약·화장품 소매,중흥동,광주광역시,북구,광주광역시 북구 서방로 12
임실N치즈피자임실치즈피자,음식,기타 간이,화정3동,광주광역시,서구,광주광역시 서구 염화로115번길 1
금빛공인중개사사무소,부동산,부동산 서비스,수완동,광주광역시,광산구,광주광역시 광산구 수등로123번길 75
연건축사사무소,과학·기술,기술 서비스,치평동,광주광역시,서구,광주광역시 서구 상무연하로 96
1001안경콘택트,소매,안경·정밀기기 소매,두암3동,광주광역시,북구,광주광역시 북구 밤실로 214
금당여행사주,시설관리·임대,여행사·보조,송암동,광주광역시,남구,광주광역시 남구 송암로 78
바른피부샵,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 수완로 59
제이제이베이킹공방,교육,기타 교육,건국동,광주광역시,북구,광주광역시 북구 용두택지로 34-1
무등산촌닭,음식,한식,석곡동,광주광역시,북구,광주광역시 북구 무등로 1522
광원인쇄,과학·기술,인쇄·제품제작,비아동,광주광역시,광산구,광주광역시 광산구 하남산단천변우로 52
오리와생태의만남,음식,한식,우산동,광주광역시,광산구,광주광역시 광산구 우산로95번길 47-12
수선화공예방,소매,장식품 소매,광천동,광주광역시,서구,광주광역시 서구 화운로304번길 3
스탠다드컴퓨터,수리·개인,컴퓨터 수리,삼각동,광주광역시,북구,광주광역시 북구 송해로4번길 21-3
우리이앤지,과학·기술,기술 서비스,유덕동,광주광역시,서구,광주광역시 서구 유덕로6번길 30-21
케이에스푸드,음식,한식,농성2동,광주광역시,서구,광주광역시 서구 화정로309번길 11-1
비너스라인,수리·개인,이용·미용,첨단1동,광주광역시,광산구,광주광역시 광산구 첨단중앙로152번길 31
목련공인중개사사무소,부동산,부동산 서비스,운남동,광주광역시,광산구,광주광역시 광산구 목련로 256
미래그릇,소매,기타 생활용품 소매,양동,광주광역시,서구,광주광역시 서구 천변좌로 262
송일타이어수리소,수리·개인,자동차 수리·세차,평동,광주광역시,광산구,광주광역시 광산구 동곡로 512-1
뽀대헤어샵,수리·개인,이용·미용,오치1동,광주광역시,북구,광주광역시 북구 신촌로 9-1
쉼,수리·개인,이용·미용,상무1동,광주광역시,서구,광주광역시 서구 내방로230번길 1
패밀리정보,소매,가전·통신 소매,신가동,광주광역시,광산구,광주광역시 광산구 목련로394번길 17-11
드림광고기획,과학·기술,광고,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로130번길 28
동신빵할인점,음식,기타 간이,우산동,광주광역시,북구,광주광역시 북구 동문대로85번길 23
바른보쌈1990,음식,한식,운암1동,광주광역시,북구,광주광역시 북구 서강로 77
조선용삼이대패삼겹,음식,한식,상무2동,광주광역시,서구,광주광역시 서구 상무대로868번길 31-2
행운복권방,예술·스포츠,유원지·오락,우산동,광주광역시,광산구,광주광역시 광산구 금봉로 95
기러기농원,음식,한식,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로648번안길 58
안경맞추기,소매,안경·정밀기기 소매,송정2동,광주광역시,광산구,광주광역시 광산구 광산로 20-2
생태마을,음식,한식,광천동,광주광역시,서구,광주광역시 서구 죽봉대로 119
고속터미널스넥,음식,기타 간이,광천동,광주광역시,서구,광주광역시 서구 무진대로 904
백악관숯불구이,음식,한식,광천동,광주광역시,서구,광주광역시 서구 천변좌로 66
네이처컬렉션광주,소매,의약·화장품 소매,송정2동,광주광역시,광산구,광주광역시 광산구 광산로 31-3
자유마당호프,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로13번길 15
신포우리만두,음식,기타 간이,화정3동,광주광역시,서구,광주광역시 서구 염화로104번길 1
나래약국,소매,의약·화장품 소매,봉선1동,광주광역시,남구,광주광역시 남구 대남대로 131
맛이만나,음식,한식,충장동,광주광역시,동구,광주광역시 동구 충장로22번길 3
슬로우디,음식,비알코올 ,효덕동,광주광역시,남구,광주광역시 남구 효우로 170-17
메디팜새롬약국,소매,의약·화장품 소매,화정4동,광주광역시,서구,광주광역시 서구 염화로45번길 13
금성상회,소매,기타 생활용품 소매,풍향동,광주광역시,북구,광주광역시 북구 풍동길10번길 16
제일스카시,과학·기술,인쇄·제품제작,신안동,광주광역시,북구,광주광역시 북구 서암대로100번길 13
복권나라,예술·스포츠,유원지·오락,상무2동,광주광역시,서구,광주광역시 서구 운천로 153
양지공인중개사사무소,부동산,부동산 서비스,우산동,광주광역시,광산구,광주광역시 광산구 월곡산정로 20
깐깐한족발광주,음식,한식,두암3동,광주광역시,북구,광주광역시 북구 밤실로 180
광에어컨,수리·개인,가전제품 수리,양산동,광주광역시,북구,광주광역시 북구 연양로34번길 16-6
작은집,음식,한식,풍암동,광주광역시,서구,광주광역시 서구 풍암신흥로90번길 12
풍암종로약국,소매,의약·화장품 소매,풍암동,광주광역시,서구,광주광역시 서구 풍암2로 14
LED조화더자연,소매,기타 생활용품 소매,광천동,광주광역시,서구,광주광역시 서구 죽봉대로 124-10
육대장선운점,음식,한식,어룡동,광주광역시,광산구,광주광역시 광산구 동곡로 735
채원축산,소매,식료품 소매,효덕동,광주광역시,남구,광주광역시 남구 효우로60번길 9
평동한식당,음식,한식,평동,광주광역시,광산구,광주광역시 광산구 평동산단로 170-3
세계맥주,음식,주점,금호1동,광주광역시,서구,광주광역시 서구 운천로17번길 13
동림수학교실,교육,일반 교육,동림동,광주광역시,북구,광주광역시 북구 유림로 175
아이러브클린,시설관리·임대,청소·방제,풍암동,광주광역시,서구,광주광역시 서구 풍암순환로128번길 15-1
하나시스템,수리·개인,컴퓨터 수리,양산동,광주광역시,북구,광주광역시 북구 연양로105번길 29
플로리아구제,소매,중고 상품 소매,충장동,광주광역시,동구,광주광역시 동구 서석로 56
당신의치과의원,보건의료,의원,광천동,광주광역시,서구,광주광역시 서구 무진대로 919
최고공인중개사사무소,부동산,부동산 서비스,우산동,광주광역시,북구,광주광역시 북구 서양로 162-1
이정카세차장,수리·개인,자동차 수리·세차,두암2동,광주광역시,북구,광주광역시 북구 군왕로130번길 2
방가방가,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 중앙로160번길 12-1
온감부동산중개법인,부동산,부동산 서비스,양림동,광주광역시,남구,광주광역시 남구 제중로46번길 4-2
마침표컴퍼니,시설관리·임대,청소·방제,광천동,광주광역시,서구,광주광역시 서구 천변좌하로584번길 19-13
위러브드,소매,식료품 소매,어룡동,광주광역시,광산구,광주광역시 광산구 선운로2번길 61-5
뉴타운공인중개사사무소,부동산,부동산 서비스,계림2동,광주광역시,동구,광주광역시 동구 무등로 403
다온의료기,소매,의약·화장품 소매,우산동,광주광역시,광산구,광주광역시 광산구 사암로106번길 45
디저트카페달달,음식,비알코올 ,오치1동,광주광역시,북구,광주광역시 북구 송월로49번길 1
코코,소매,섬유·의복·신발 소매,두암3동,광주광역시,북구,광주광역시 북구 밤실로 173
반찬이맛있는집,소매,식료품 소매,일곡동,광주광역시,북구,광주광역시 북구 일곡마을로152번길 3-12
애스디플러스,과학·기술,기술 서비스,용봉동,광주광역시,북구,광주광역시 북구 용봉로 77
그랑프리당구클럽,예술·스포츠,스포츠 서비스,상무1동,광주광역시,서구,광주광역시 서구 상무민주로 78
수석컨설팅,과학·기술,본사·경영 컨설팅,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-10
에덴의원,보건의료,의원,치평동,광주광역시,서구,광주광역시 서구 상무대로 773
패밀리당구존,예술·스포츠,스포츠 서비스,두암3동,광주광역시,북구,광주광역시 북구 탁영로 6
어우동동,음식,주점,동천동,광주광역시,서구,광주광역시 서구 동천로10번길 12-2
피자마루,음식,기타 간이,금호2동,광주광역시,서구,광주광역시 서구 화개1로 63
전원이발관,수리·개인,이용·미용,화정4동,광주광역시,서구,광주광역시 서구 학생독립로10번길 15
탑공인중개사사무소,부동산,부동산 서비스,화정3동,광주광역시,서구,광주광역시 서구 염화로 118-1
박승철헤어스투디오,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 장신로 98
대영철물공구,소매,철물·건설자재 소매,송정2동,광주광역시,광산구,광주광역시 광산구 상무대로 166
축협슈퍼,소매,종합 소매,운암2동,광주광역시,북구,광주광역시 북구 비엔날레로 18
S.H어패럴,소매,섬유·의복·신발 소매,광천동,광주광역시,서구,광주광역시 서구 무진대로 932
러브,음식,한식,충장동,광주광역시,동구,광주광역시 동구 구성로 203-1
여의주컴퍼니,음식,한식,지산2동,광주광역시,동구,광주광역시 동구 지호로104번길 19
머리꾼,수리·개인,이용·미용,유덕동,광주광역시,서구,광주광역시 서구 상무버들로40번길 17
광고그래픽,과학·기술,전문 디자인,월산동,광주광역시,남구,광주광역시 남구 독립로79번길 23
더잇24,소매,식료품 소매,금호2동,광주광역시,서구,광주광역시 서구 화개1로 63
대흥전업사,소매,철물·건설자재 소매,봉선1동,광주광역시,남구,광주광역시 남구 봉선중앙로123번길 30-2
하나파트너,시설관리·임대,여행사·보조,하남동,광주광역시,광산구,광주광역시 광산구 용아로 390
레전드야구편의점,소매,종합 소매,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로106번길 65-6
떼소로,소매,섬유·의복·신발 소매,양림동,광주광역시,남구,광주광역시 남구 백서로 92-8
따숩多,소매,장식품 소매,지원2동,광주광역시,동구,광주광역시 동구 남문로 377
한마음한뜻이벤트,시설관리·임대,기타 사업 서비스,중흥동,광주광역시,북구,광주광역시 북구 우치로27번길 25
쌍둥이네,음식,기타 간이,상무1동,광주광역시,서구,광주광역시 서구 월드컵4강로181번길 2-1
메가박스PC방,예술·스포츠,유원지·오락,상무2동,광주광역시,서구,광주광역시 서구 상무대로 918-1
애플아이광주아이폰수리점,수리·개인,통신장비 수리,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로826번길 29-31
이루리샵,수리·개인,이용·미용,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 64
지오지오헤어,수리·개인,이용·미용,충장동,광주광역시,동구,광주광역시 동구 서석로85번길 8-8
119종합카센터,수리·개인,자동차 수리·세차,치평동,광주광역시,서구,광주광역시 서구 시청서편로4번길 4-1
광주롯데내셔널지오그래픽,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 독립로 268
고기극찬광주,음식,한식,양산동,광주광역시,북구,광주광역시 북구 연양로 36
디자인마커스,과학·기술,광고,풍암동,광주광역시,서구,광주광역시 서구 풍암중앙로 93
텐텐클리닉,수리·개인,욕탕·신체관리,두암1동,광주광역시,북구,광주광역시 북구 서방로 179
더아이잗컬렉션,소매,섬유·의복·신발 소매,수완동,광주광역시,광산구,광주광역시 광산구 장신로 98
더블유씨글로벌컴퍼니,부동산,부동산 서비스,봉선1동,광주광역시,남구,광주광역시 남구 봉선중길 4
메이소나,수리·개인,이용·미용,충장동,광주광역시,동구,광주광역시 동구 제봉로 228
명인국수와숯불냉면,음식,한식,용봉동,광주광역시,북구,광주광역시 북구 비엔날레로 134
복덕빵커피,음식,비알코올 ,양산동,광주광역시,북구,광주광역시 북구 양산택지로34번길 5
아시아바텐더협회한국중앙회,소매,기타 생활용품 소매,신흥동,광주광역시,광산구,광주광역시 광산구 사암로24번길 58
한상차림,음식,기타 간이,풍암동,광주광역시,서구,광주광역시 서구 풍금로24번길 3
지엘피,부동산,부동산 서비스,서창동,광주광역시,서구,광주광역시 서구 상무대로 640
지에스리테일GS25,소매,종합 소매,치평동,광주광역시,서구,광주광역시 서구 상무중앙로78번길 5-2
뉴에라키즈신세계광주점,소매,섬유·의복·신발 소매,광천동,광주광역시,서구,광주광역시 서구 무진대로 932
태우건재,소매,철물·건설자재 소매,신용동,광주광역시,북구,광주광역시 북구 첨단연신로107번길 29
효천김밥,음식,기타 간이,송암동,광주광역시,남구,광주광역시 남구 서문대로 403
태운,소매,식료품 소매,어룡동,광주광역시,광산구,광주광역시 광산구 소촌로 75
누룽지,음식,주점,치평동,광주광역시,서구,광주광역시 서구 상무연하로 72
호식이두마리치킨,음식,기타 간이,진월동,광주광역시,남구,광주광역시 남구 서문대로 618
이끌림,수리·개인,이용·미용,첨단2동,광주광역시,광산구,광주광역시 광산구 산월로 64
신정순스킨케어,수리·개인,이용·미용,풍암동,광주광역시,서구,광주광역시 서구 풍암신흥로61번길 3
크리닝월드,수리·개인,세탁,치평동,광주광역시,서구,광주광역시 서구 상무화원로32번길 25-5
투썸플레이스,음식,비알코올 ,중흥동,광주광역시,북구,광주광역시 북구 호동로 25
행운농약사,소매,기타 상품 소매,대촌동,광주광역시,남구,광주광역시 남구 포충로 239
문화토리,과학·기술,전문 디자인,동명동,광주광역시,동구,광주광역시 동구 동명로20번길 4
골드클래스공인중개사사무소,부동산,부동산 서비스,주월1동,광주광역시,남구,광주광역시 남구 서문대로812번길 4-8
부리나치킨,음식,기타 간이,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로358번길 16
쌍곱,음식,한식,상무2동,광주광역시,서구,광주광역시 서구 운천로172번길 10
추억의콘서트7080,음식,주점,신가동,광주광역시,광산구,광주광역시 광산구 수등로 261
황금돼지국밥,음식,한식,하남동,광주광역시,광산구,광주광역시 광산구 하남울로12번길 11
다온피엠,부동산,부동산 서비스,치평동,광주광역시,서구,광주광역시 서구 시청로 67
대성커뮤니케이션,과학·기술,인쇄·제품제작,서창동,광주광역시,서구,광주광역시 서구 마륵로 68
벤제프,소매,섬유·의복·신발 소매,풍암동,광주광역시,서구,광주광역시 서구 금화로 240
플로우영어,교육,일반 교육,중흥동,광주광역시,북구,광주광역시 북구 우치로 16
위즈뷰,수리·개인,이용·미용,신용동,광주광역시,북구,광주광역시 북구 첨단연신로107번길 6
세븐일레븐광주남,소매,종합 소매,봉선1동,광주광역시,남구,광주광역시 남구 봉선로 1
그랜드오리날개튀김,음식,기타 간이,산수2동,광주광역시,동구,광주광역시 동구 갈마로 14
아쿠아수영장,예술·스포츠,스포츠 서비스,매곡동,광주광역시,북구,광주광역시 북구 서하로 82
한림모텔,숙박,일반 숙박,두암3동,광주광역시,북구,광주광역시 북구 밤실로 207
건축사사무소기란,과학·기술,기술 서비스,중흥1동,광주광역시,북구,광주광역시 북구 무등로 255
청명회관,음식,한식,월산동,광주광역시,남구,광주광역시 남구 중앙로 30
후라이드참잘하는집,음식,기타 간이,수완동,광주광역시,광산구,광주광역시 광산구 수완로14번길 5
드림명품크리닉,수리·개인,기타 가정용품 수리,운남동,광주광역시,광산구,광주광역시 광산구 목련로153번길 35
소담꽃,소매,식물 소매,문흥2동,광주광역시,북구,광주광역시 북구 서하로 366
에스에이치제이식품,음식,한식,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단내촌로 3
여인천하,음식,주점,지원1동,광주광역시,동구,광주광역시 동구 의재로 90
정승복,음식,주점,치평동,광주광역시,서구,광주광역시 서구 시청로 27
탑미래약국,소매,의약·화장품 소매,송정2동,광주광역시,광산구,광주광역시 광산구 내상로 7
건설안전관리협회,교육,기타 교육,우산동,광주광역시,광산구,광주광역시 광산구 풍영철길로 15
골목대장실내포차,음식,주점,두암2동,광주광역시,북구,광주광역시 북구 면앙로 210
미가,음식,한식,문흥2동,광주광역시,북구,광주광역시 북구 대천로 113-1
탑행정사사무소,과학·기술,법무관련 ,우산동,광주광역시,광산구,광주광역시 광산구 무진대로 282
황금공인중개사사무소,부동산,부동산 서비스,하남동,광주광역시,광산구,광주광역시 광산구 손재로 170
세이프컨설팅,과학·기술,광고,우산동,광주광역시,광산구,광주광역시 광산구 무진대로 272-9
월곡전집,음식,한식,월곡2동,광주광역시,광산구,광주광역시 광산구 사암로279번길 9
깐깐한족발,음식,한식,진월동,광주광역시,남구,광주광역시 남구 광복마을길 77
고룡셀프주유소,소매,연료 소매,임곡동,광주광역시,광산구,광주광역시 광산구 임곡로 359
배달삼겹돼지되지,음식,한식,지산1동,광주광역시,동구,광주광역시 동구 필문대로287번길 15-13
진달래,음식,한식,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-10
정씨부엌,음식,한식,수완동,광주광역시,광산구,광주광역시 광산구 풍영로101번길 22
비타민반찬,소매,식료품 소매,양산동,광주광역시,북구,광주광역시 북구 양산로 2
자리정,음식,비알코올 ,신창동,광주광역시,광산구,광주광역시 광산구 신창로162번길 9
글림,수리·개인,이용·미용,양산동,광주광역시,북구,광주광역시 북구 양산로71번길 8
탱크원CSM,과학·기술,본사·경영 컨설팅,하남동,광주광역시,광산구,광주광역시 광산구 하남산단6번로 57
나음,수리·개인,이용·미용,양산동,광주광역시,북구,광주광역시 북구 양산제로137번길 6
진곡현대모터스,수리·개인,자동차 수리·세차,하남동,광주광역시,광산구,광주광역시 광산구 고봉로230번길 10-2
청년청소,시설관리·임대,청소·방제,어룡동,광주광역시,광산구,광주광역시 광산구 금봉로 65-1
반디석유산,소매,연료 소매,산수1동,광주광역시,동구,광주광역시 동구 필문대로 164
오로지족발보쌈,음식,한식,진월동,광주광역시,남구,광주광역시 남구 광복마을6길 6
유주골드,소매,시계·귀금속 소매,양동,광주광역시,서구,광주광역시 서구 구성로 93
오늘,소매,식물 소매,어룡동,광주광역시,광산구,광주광역시 광산구 선운로20번길 50-1
신한미온누리약국,소매,의약·화장품 소매,주월2동,광주광역시,남구,광주광역시 남구 군분로 41
우아애,소매,의약·화장품 소매,금호1동,광주광역시,서구,광주광역시 서구 금부로 107
상무영어센터,교육,일반 교육,치평동,광주광역시,서구,광주광역시 서구 치평로 107
미소리서치,과학·기술,시장 조사,계림1동,광주광역시,동구,광주광역시 동구 독립로 352
빈스잉글리쉬학원,교육,일반 교육,운암1동,광주광역시,북구,광주광역시 북구 서강로 78
행복노래연습장,예술·스포츠,유원지·오락,주월1동,광주광역시,남구,광주광역시 남구 서문대로749번길 8
선진광고기획,과학·기술,광고,우산동,광주광역시,북구,광주광역시 북구 면앙로 79
학동굿모닝공인중개사사무소,부동산,부동산 서비스,학동,광주광역시,동구,광주광역시 동구 남문로693번길 11
나이스당구장,예술·스포츠,스포츠 서비스,월산동,광주광역시,남구,광주광역시 남구 독립로 165
라라샵,수리·개인,이용·미용,수완동,광주광역시,광산구,광주광역시 광산구 수완로9번길 37
리치공인중개사사무소,부동산,부동산 서비스,건국동,광주광역시,북구,광주광역시 북구 임방울대로 1034
디스커버리광주,소매,섬유·의복·신발 소매,용봉동,광주광역시,북구,광주광역시 북구 용봉택지로 96
다온롯데리아하나로마트광주,음식,기타 간이,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로 261
동광주홈플러스프로스펙스,소매,섬유·의복·신발 소매,두암2동,광주광역시,북구,광주광역시 북구 동문대로 200
에벤에셀,수리·개인,이용·미용,동림동,광주광역시,북구,광주광역시 북구 북문대로247번길 19
어썸골프레슨스튜디오,예술·스포츠,스포츠 서비스,금호2동,광주광역시,서구,광주광역시 서구 화개중앙로87번길 28
GS25수완아뜨리움점,소매,종합 소매,수완동,광주광역시,광산구,광주광역시 광산구 장덕로 160
동네당구장,예술·스포츠,스포츠 서비스,월산5동,광주광역시,남구,광주광역시 남구 군분로 86
행복공인중개사사무소,부동산,부동산 서비스,농성1동,광주광역시,서구,광주광역시 서구 상무대로 1179
대양식자재,소매,종합 소매,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로 555
한일소방,소매,기타 상품 소매,월산4동,광주광역시,남구,광주광역시 남구 금화로470번길 23
자연담은건강원,소매,식료품 소매,양산동,광주광역시,북구,광주광역시 북구 양산택지로37번길 76
금동화로,음식,한식,신창동,광주광역시,광산구,광주광역시 광산구 신창로138번길 8
광주팬더게스트하우스,숙박,일반 숙박,서남동,광주광역시,동구,광주광역시 동구 제봉로 102
유은산업,시설관리·임대,산업용품 대여,하남동,광주광역시,광산구,광주광역시 광산구 산정로 31
드림유통,소매,자동차 부품 소매,하남동,광주광역시,광산구,광주광역시 광산구 고봉로 215
링크,과학·기술,본사·경영 컨설팅,우산동,광주광역시,광산구,광주광역시 광산구 사암로92번길 79-25
춘자네밥상,음식,한식,신창동,광주광역시,광산구,광주광역시 광산구 신창로105번길 16-2
제광원침뜸시술소,보건의료,기타 보건,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단월봉로 96
하늘장례문화원,수리·개인,장례식장 ,건국동,광주광역시,북구,광주광역시 북구 우치로880번길 33
성지에셋,부동산,부동산 서비스,서남동,광주광역시,동구,광주광역시 동구 서석로 24
혜자호프,음식,주점,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단내촌로70번길 16
알로에판매원,소매,식료품 소매,두암1동,광주광역시,북구,광주광역시 북구 군왕로 67-1
바다양푼이동태탕.찜,음식,한식,신용동,광주광역시,북구,광주광역시 북구 첨단연신로108번길 31-18
데이데이,음식,기타 간이,진월동,광주광역시,남구,광주광역시 남구 서문대로663번길 6
초이스썬팅,수리·개인,자동차 수리·세차,서창동,광주광역시,서구,광주광역시 서구 매월1로49번길 4
고기사랑,소매,식료품 소매,평동,광주광역시,광산구,광주광역시 광산구 평동로800번길 6
블루샥일곡지구점,음식,비알코올 ,일곡동,광주광역시,북구,광주광역시 북구 설죽로 506-3
키즈메타버스에듀,시설관리·임대,가정용품 대여,운암2동,광주광역시,북구,광주광역시 북구 하남대로 765
국향,음식,한식,운남동,광주광역시,광산구,광주광역시 광산구 목련로 322
엔에이이엔지,시설관리·임대,사무 지원,주월1동,광주광역시,남구,광주광역시 남구 회서로22번가길 15-1
아띠의원,보건의료,의원,광천동,광주광역시,서구,광주광역시 서구 죽봉대로 95
화원짚불구이,음식,한식,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로826번길 30
법인엔에프그린,소매,기타 상품 소매,하남동,광주광역시,광산구,광주광역시 광산구 손재로 436-59
시티크리닝,수리·개인,세탁,봉선1동,광주광역시,남구,광주광역시 남구 대남대로127번길 19
명랑쌀핫도그,음식,기타 간이,신용동,광주광역시,북구,광주광역시 북구 첨단연신로107번길 29
우리출력,과학·기술,인쇄·제품제작,서남동,광주광역시,동구,광주광역시 동구 백서로137번길 23-1
모아플러스공인중개사사무소,부동산,부동산 서비스,신안동,광주광역시,북구,광주광역시 북구 무등로 134
상무공인중개사사무소,부동산,부동산 서비스,신가동,광주광역시,광산구,광주광역시 광산구 목련로394번길 9-5
한큐당구타운,예술·스포츠,스포츠 서비스,지산1동,광주광역시,동구,광주광역시 동구 필문대로287번길 29
빠담빠담,음식,주점,용봉동,광주광역시,북구,광주광역시 북구 저불로 61
인디자인,시설관리·임대,기타 사업 서비스,우산동,광주광역시,광산구,광주광역시 광산구 사암로172번길 66
더진국,음식,한식,용봉동,광주광역시,북구,광주광역시 북구 면앙로6번길 79
호텔뷰,숙박,일반 숙박,건국동,광주광역시,북구,광주광역시 북구 앰코로 28
경영컨설팅업,과학·기술,본사·경영 컨설팅,하남동,광주광역시,광산구,광주광역시 광산구 하남산단6번로 57
여성크로커다일레이디광주,소매,섬유·의복·신발 소매,건국동,광주광역시,북구,광주광역시 북구 하서로 428
롯데비비안,소매,섬유·의복·신발 소매,충장동,광주광역시,동구,광주광역시 동구 독립로 268
썬카리페어,수리·개인,자동차 수리·세차,유덕동,광주광역시,서구,광주광역시 서구 칠성로35번길 6-5
드림이앤씨개발,과학·기술,기술 서비스,용봉동,광주광역시,북구,광주광역시 북구 저불로31번길 8-4
