bizesNm,indsLclsNm,indsMclsNm,adongNm,sigunguNm,sigunguDetailNm,rdnAdr
오땡큐블루커트,수리·개인,이용·미용,금호1동,광주광역시,서구,광주광역시 서구 금화로149번길 27
정비대장,수리·개인,자동차 수리·세차,신가동,광주광역시,광산구,광주광역시 광산구 목련로 371
모다,소매,섬유·의복·신발 소매,화정4동,광주광역시,서구,광주광역시 서구 월드컵4강로 75
큰소리내는사람들,교육,기타 교육,상무2동,광주광역시,서구,광주광역시 서구 운천로113번길 23
중앙상사,소매,철물·건설자재 소매,송정2동,광주광역시,광산구,광주광역시 광산구 내상로 37
다솜,소매,의약·화장품 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡중앙로37번길 19
피드마케팅,과학·기술,광고,비아동,광주광역시,광산구,광주광역시 광산구 비아로127번길 42
아이포스,시설관리·임대,산업용품 대여,송정2동,광주광역시,광산구,광주광역시 광산구 평동로1119번길 25
시에스엔터테인먼트,시설관리·임대,고용 알선,동림동,광주광역시,북구,광주광역시 북구 하남대로 679
세운개발,부동산,부동산 서비스,지산1동,광주광역시,동구,광주광역시 동구 동명로 110
설렘담,음식,기타 간이,사직동,광주광역시,남구,광주광역시 남구 천변좌로370번안길 2-4
온화명,음식,비알코올 ,양림동,광주광역시,남구,광주광역시 남구 서서평길 18-1
송산유원지집단급식소,음식,구내식당·뷔페,어룡동,광주광역시,광산구,광주광역시 광산구 박호등임로 95
슬기로운재활병원,보건의료,병원,어룡동,광주광역시,광산구,광주광역시 광산구 상무대로 271
광주미래병원,보건의료,병원,문화동,광주광역시,북구,광주광역시 북구 두리봉길 59
세컨드가든비,소매,식물 소매,어룡동,광주광역시,광산구,광주광역시 광산구 동곡로 735
첨단1에듀플렉스심리상담연구소,보건의료,기타 보건,신용동,광주광역시,북구,광주광역시 북구 첨단연신로107번길 33
광주효천1지구한우리독서토론논술교습소,교육,일반 교육,송암동,광주광역시,남구,광주광역시 남구 효천2로가길 21
만민상조토탈,수리·개인,장례식장 ,문화동,광주광역시,북구,광주광역시 북구 중문로84번길 54
이지스터디센터문흥독서실,예술·스포츠,도서관·사적지,문흥1동,광주광역시,북구,광주광역시 북구 서하로 377
세하동시내버스구내식당,음식,구내식당·뷔페,서창동,광주광역시,서구,광주광역시 서구 눌재로 470
복음내과의원,보건의료,의원,봉선2동,광주광역시,남구,광주광역시 남구 봉선2로 39-3
별빛다육화분,소매,식물 소매,풍암동,광주광역시,서구,광주광역시 서구 회재로 1097
강진옹기,소매,기타 생활용품 소매,건국동,광주광역시,북구,광주광역시 북구 우치로 834
광주중고명품레드,소매,중고 상품 소매,수완동,광주광역시,광산구,광주광역시 광산구 장신로 52
다온기술사무소,과학·기술,기술 서비스,금호2동,광주광역시,서구,광주광역시 서구 화개중앙로3번길 2
연우,수리·개인,이용·미용,주월1동,광주광역시,남구,광주광역시 남구 회재로1186번길 7
지유명차광주점,음식,비알코올 ,학운동,광주광역시,동구,광주광역시 동구 운림길 57-11
탑치과교정과치과의원,보건의료,의원,농성1동,광주광역시,서구,광주광역시 서구 죽봉대로 68
대상의료기산업,소매,의약·화장품 소매,서창동,광주광역시,서구,광주광역시 서구 매월2로 53
금영유통,소매,종합 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡중앙로47번길 29
효사랑약국,소매,의약·화장품 소매,양림동,광주광역시,남구,광주광역시 남구 제중로 24
대우한음음악교습소,교육,기타 교육,첨단1동,광주광역시,광산구,광주광역시 광산구 첨단중앙로181번길 88-21
주니어그린섬미술학원,교육,기타 교육,봉선2동,광주광역시,남구,광주광역시 남구 봉선로 127
진고래아구찜해물찜,음식,한식,주월2동,광주광역시,남구,광주광역시 남구 군분로33번길 33
금광식당,음식,한식,운암2동,광주광역시,북구,광주광역시 북구 북문대로33번길 12-4
천연염색공방솔롱고,소매,섬유·의복·신발 소매,두암2동,광주광역시,북구,광주광역시 북구 군왕로168번길 8
법률사무소법나루,과학·기술,법무관련 ,지산1동,광주광역시,동구,광주광역시 동구 지산로 85
우리노래연습장,예술·스포츠,유원지·오락,두암2동,광주광역시,북구,광주광역시 북구 동문대로 126
초록에보성녹돈,음식,한식,우산동,광주광역시,광산구,광주광역시 광산구 우산로 102
아쿠아앤쥬,소매,애완동물·용품 소매,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로 468-3
사이파이랩,과학·기술,본사·경영 컨설팅,운암3동,광주광역시,북구,광주광역시 북구 서강로 155
람스네일,수리·개인,이용·미용,신용동,광주광역시,북구,광주광역시 북구 첨단연신로108번길 128
카메,음식,주점,봉선2동,광주광역시,남구,광주광역시 남구 봉선로186번길 6
동방컴퓨터,소매,오락용품 소매,풍암동,광주광역시,서구,광주광역시 서구 풍암순환로 138
펍,음식,주점,운암3동,광주광역시,북구,광주광역시 북구 북문대로169번길 19
광천동부자공인중개사사무소,부동산,부동산 서비스,광천동,광주광역시,서구,광주광역시 서구 화운로304번길 9
희재컴퍼니,소매,가전·통신 소매,용봉동,광주광역시,북구,광주광역시 북구 저불로 62
수작,음식,한식,지산2동,광주광역시,동구,광주광역시 동구 지호로 157
미르스터디카페,예술·스포츠,도서관·사적지,수완동,광주광역시,광산구,광주광역시 광산구 장덕로 48
굿모닝약국,소매,의약·화장품 소매,월산5동,광주광역시,남구,광주광역시 남구 대남대로 299
한국정보,소매,가전·통신 소매,중흥동,광주광역시,북구,광주광역시 북구 서암대로 271
아트카게러지,수리·개인,자동차 수리·세차,삼각동,광주광역시,북구,광주광역시 북구 송해로40번길 8-6
안전카,수리·개인,자동차 수리·세차,신안동,광주광역시,북구,광주광역시 북구 자산로 97
삼성오토바이,수리·개인,모터사이클 수리,상무1동,광주광역시,서구,광주광역시 서구 월드컵4강로 187
나경인터내셔날,예술·스포츠,스포츠 서비스,지산2동,광주광역시,동구,광주광역시 동구 지호로164번길 14-10
바비샤인,과학·기술,전문 디자인,서창동,광주광역시,서구,광주광역시 서구 마륵로 59
한국헤어샵,수리·개인,이용·미용,오치1동,광주광역시,북구,광주광역시 북구 능안로29번길 27-2
두나미스개발,부동산,부동산 서비스,임동,광주광역시,북구,광주광역시 북구 태봉로 41
앨리스영어교습소,교육,일반 교육,문흥1동,광주광역시,북구,광주광역시 북구 문산로 61
플라이드론,교육,기타 교육,문흥2동,광주광역시,북구,광주광역시 북구 대천로 124-4
MBM엠비엠,소매,오락용품 소매,월곡2동,광주광역시,광산구,광주광역시 광산구 산정로6번길 21-5
대성공인중개사사무소,부동산,부동산 서비스,첨단1동,광주광역시,광산구,광주광역시 광산구 첨단중앙로181번길 21
문랩핑,소매,장식품 소매,충장동,광주광역시,동구,광주광역시 동구 충장로46번길 8
에코,소매,시계·귀금속 소매,매곡동,광주광역시,북구,광주광역시 북구 매곡로 37
서양새마을금고주유소,소매,연료 소매,월산동,광주광역시,남구,광주광역시 남구 독립로 140
송정떡갈비,음식,한식,송정2동,광주광역시,광산구,광주광역시 광산구 광산로29번길 1
문수다한약방,소매,기타 상품 소매,산수1동,광주광역시,동구,광주광역시 동구 무등로 432
듀오디앤씨,부동산,부동산 서비스,농성1동,광주광역시,서구,광주광역시 서구 천변좌로 88-1
변호사김민표법률사무소,과학·기술,법무관련 ,지산1동,광주광역시,동구,광주광역시 동구 지산로78번길 11
GS25신창원룸점,소매,종합 소매,신창동,광주광역시,광산구,광주광역시 광산구 왕버들로252번길 25
희망공인중개사사무소,부동산,부동산 서비스,우산동,광주광역시,광산구,광주광역시 광산구 풍영철길로 15
썬약국,소매,의약·화장품 소매,비아동,광주광역시,광산구,광주광역시 광산구 하남산단8번로 172
일신사무기,소매,안경·정밀기기 소매,농성2동,광주광역시,서구,광주광역시 서구 군분로236번길 8
개미,소매,기타 생활용품 소매,화정2동,광주광역시,서구,광주광역시 서구 화운로 121-1
광주영화영상인연대,시설관리·임대,기타 사업 서비스,충장동,광주광역시,동구,광주광역시 동구 예술길15번길 10-1
비비,시설관리·임대,청소·방제,신창동,광주광역시,광산구,광주광역시 광산구 신창로166번길 21-22
판도라노래연습장,예술·스포츠,유원지·오락,화정4동,광주광역시,서구,광주광역시 서구 염화로83번길 4-11
동화평생교육원,교육,기타 교육,월곡2동,광주광역시,광산구,광주광역시 광산구 사암로 251
삼능공인중개사사무소;삼능행정사,부동산,부동산 서비스,금호1동,광주광역시,서구,광주광역시 서구 운천로56번길 19
드림행정사사무소,과학·기술,법무관련 ,광천동,광주광역시,서구,광주광역시 서구 화운로304번길 7
현대떡방앗간,음식,기타 간이,임동,광주광역시,북구,광주광역시 북구 중흥로 7
프라임픽,소매,섬유·의복·신발 소매,동명동,광주광역시,동구,광주광역시 동구 장동로 25
빙고노래홀,예술·스포츠,유원지·오락,문흥1동,광주광역시,북구,광주광역시 북구 대천로 140-4
문흥황칠본가,음식,한식,두암2동,광주광역시,북구,광주광역시 북구 참판로 222-1
씬스웍,과학·기술,전문 디자인,충장동,광주광역시,동구,광주광역시 동구 충장로 72
첨단환경,시설관리·임대,청소·방제,양산동,광주광역시,북구,광주광역시 북구 상촌로 24
신세계광주빈폴레이디스,소매,섬유·의복·신발 소매,광천동,광주광역시,서구,광주광역시 서구 무진대로 932
해광크리닝,수리·개인,세탁,계림1동,광주광역시,동구,광주광역시 동구 무등로307번길 12
GS25전대모아점,소매,종합 소매,중흥동,광주광역시,북구,광주광역시 북구 서양로 43
에이스부동산중개사무소,부동산,부동산 서비스,송정2동,광주광역시,광산구,광주광역시 광산구 광산로29번길 9
백점만족,음식,한식,수완동,광주광역시,광산구,광주광역시 광산구 수등로76번길 39-6
꽃비사진관광주점꽃비카페,과학·기술,사진 촬영,화정1동,광주광역시,서구,광주광역시 서구 화운로 152-1
상영푸드주,음식,기타 간이,치평동,광주광역시,서구,광주광역시 서구 치평로 106
로제삼각,소매,종합 소매,삼각동,광주광역시,북구,광주광역시 북구 설죽로389번길 70
상무냉삼,음식,한식,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 103
청호,시설관리·임대,고용 알선,하남동,광주광역시,광산구,광주광역시 광산구 단전상길 19
헤큐블룸,소매,식물 소매,백운2동,광주광역시,남구,광주광역시 남구 백운로5번길 27
칼라스사우나,수리·개인,욕탕·신체관리,양산동,광주광역시,북구,광주광역시 북구 첨단연신로 25
호남출력센터,과학·기술,인쇄·제품제작,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로 410
고애드,과학·기술,광고,신안동,광주광역시,북구,광주광역시 북구 자동차로 40
신세계냉동서비스,수리·개인,가전제품 수리,오치1동,광주광역시,북구,광주광역시 북구 서하로 258-1
원조토굴젓갈,소매,식료품 소매,학동,광주광역시,동구,광주광역시 동구 제봉로17번길 13-6
또봄,음식,비알코올 ,학운동,광주광역시,동구,광주광역시 동구 의재로 23-1
경진개발,음식,한식,건국동,광주광역시,북구,광주광역시 북구 첨단과기로 235
오영미신경과의원,보건의료,의원,산수2동,광주광역시,동구,광주광역시 동구 갈마로 58
정관장홍삼대인점,소매,식료품 소매,충장동,광주광역시,동구,광주광역시 동구 제봉로 192
우리코스,소매,의약·화장품 소매,중흥1동,광주광역시,북구,광주광역시 북구 독립로375번길 3
김밥과토스트,음식,기타 간이,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로800번길 63
베베아르,과학·기술,사진 촬영,봉선1동,광주광역시,남구,광주광역시 남구 봉선로79번길 13
안전가옥커피,음식,비알코올 ,용봉동,광주광역시,북구,광주광역시 북구 우치로90번길 8-8
땡큐노래연습장,예술·스포츠,유원지·오락,신창동,광주광역시,광산구,광주광역시 광산구 왕버들로265번길 7-7
더좋은교육,교육,기타 교육,운암2동,광주광역시,북구,광주광역시 북구 죽봉대로 204-4
다시식당,음식,한식,충장동,광주광역시,동구,광주광역시 동구 동계천로 57
무영공인중개사사무소,부동산,부동산 서비스,신가동,광주광역시,광산구,광주광역시 광산구 신가삼효로 14-6
길벗자전거,소매,오락용품 소매,동천동,광주광역시,서구,광주광역시 서구 동림2지구길 43-6
미스사이공,음식,동남아시아,우산동,광주광역시,광산구,광주광역시 광산구 사암로216번길 38-6
고은님,음식,한식,건국동,광주광역시,북구,광주광역시 북구 하서로 442-8
노랑통닭선운점,음식,기타 간이,어룡동,광주광역시,광산구,광주광역시 광산구 선운로20번길 6-1
빨강머리,수리·개인,이용·미용,문흥1동,광주광역시,북구,광주광역시 북구 대천로 145
부흥사진관,과학·기술,사진 촬영,송정2동,광주광역시,광산구,광주광역시 광산구 광산로 2-7
바른보쌈1990,음식,한식,우산동,광주광역시,북구,광주광역시 북구 면앙로133번길 40
와우노래연습장,예술·스포츠,유원지·오락,양산동,광주광역시,북구,광주광역시 북구 양산택지로 41
현대수선,수리·개인,기타 가정용품 수리,산수1동,광주광역시,동구,광주광역시 동구 필문대로191번길 9-1
광주보청기난청이명센터,소매,의약·화장품 소매,서남동,광주광역시,동구,광주광역시 동구 제봉로 55
누리커뮤니케이션,시설관리·임대,기타 사업 서비스,충장동,광주광역시,동구,광주광역시 동구 동명로 6
두암공인중개사사무소,부동산,부동산 서비스,두암3동,광주광역시,북구,광주광역시 북구 삼정로 94
김원천세무회계사무소,과학·기술,회계·세무,상무1동,광주광역시,서구,광주광역시 서구 상무대로 915-5
시티,예술·스포츠,유원지·오락,치평동,광주광역시,서구,광주광역시 서구 시청서편로4번길 19-6
스카이모텔,숙박,일반 숙박,우산동,광주광역시,북구,광주광역시 북구 동문대로 9-7
세이프존,소매,의약·화장품 소매,상무2동,광주광역시,서구,광주광역시 서구 화정로49번길 10
머리하는풍경,수리·개인,이용·미용,화정2동,광주광역시,서구,광주광역시 서구 금화로393번길 31
플랜팜,과학·기술,기술 서비스,충장동,광주광역시,동구,광주광역시 동구 천변우로 339
태산공인중개사사무소,부동산,부동산 서비스,건국동,광주광역시,북구,광주광역시 북구 하서로 756
지에스25진월한신점,소매,종합 소매,진월동,광주광역시,남구,광주광역시 남구 광복마을4길 9-1
노랑통닭,음식,기타 간이,계림1동,광주광역시,동구,광주광역시 동구 경양로 234
화정마트,소매,종합 소매,화정4동,광주광역시,서구,광주광역시 서구 염화로45번길 17
꿈꾸는요셉,소매,가구 소매,화정1동,광주광역시,서구,광주광역시 서구 군분2로 54
케이엠시스템,소매,가전·통신 소매,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단내촌로11번길 24-2
수복공인중개사,부동산,부동산 서비스,금호1동,광주광역시,서구,광주광역시 서구 운천로56번길 7
아주커,음식,기타 간이,봉선1동,광주광역시,남구,광주광역시 남구 봉선1로 86
롯데리아,음식,기타 간이,충장동,광주광역시,동구,광주광역시 동구 충장로 77-7
천하찜천국,음식,한식,월산4동,광주광역시,남구,광주광역시 남구 금화로 417
김태훈무용학원,교육,기타 교육,신안동,광주광역시,북구,광주광역시 북구 자산로 28
새미브로우,소매,의약·화장품 소매,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로 330
수목토메덱스힐링,소매,가구 소매,학동,광주광역시,동구,광주광역시 동구 남문로 748
아이센스리그PC방광주,예술·스포츠,유원지·오락,두암3동,광주광역시,북구,광주광역시 북구 갈마로 51
바른자세교정,수리·개인,욕탕·신체관리,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 114
한양모터스,수리·개인,자동차 수리·세차,비아동,광주광역시,광산구,광주광역시 광산구 사암로 796
이영이에어로빅째즈댄스,교육,기타 교육,풍암동,광주광역시,서구,광주광역시 서구 풍암순환로109번길 22-12
이다혜,교육,기타 교육,주월2동,광주광역시,남구,광주광역시 남구 대남대로247번길 12-2
피씨그라운드,예술·스포츠,유원지·오락,광천동,광주광역시,서구,광주광역시 서구 무진대로 904
엠세이컴퍼니,소매,종합 소매,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 7
이마트24광주돌고개역점,소매,종합 소매,월산동,광주광역시,남구,광주광역시 남구 월산로151번길 2
비엠오,소매,가전·통신 소매,상무1동,광주광역시,서구,광주광역시 서구 상무민주로 111-1
구억상사,소매,자동차 부품 소매,중흥1동,광주광역시,북구,광주광역시 북구 무등로262번길 57
가원,과학·기술,기타 전문 과학,금호2동,광주광역시,서구,광주광역시 서구 화개2로 2
탱크온공인중개사사무소,부동산,부동산 서비스,학동,광주광역시,동구,광주광역시 동구 남문로693번길 8
마루동물병원,과학·기술,수의,금호1동,광주광역시,서구,광주광역시 서구 금화로 71
남일회관,음식,한식,용봉동,광주광역시,북구,광주광역시 북구 고운로5번길 10-6
옷사랑,소매,섬유·의복·신발 소매,중흥동,광주광역시,북구,광주광역시 북구 서방로 50
제이케이이엔지,과학·기술,기술 서비스,건국동,광주광역시,북구,광주광역시 북구 신기마을길 7-6
순창식품,소매,식료품 소매,충장동,광주광역시,동구,광주광역시 동구 동계천로 56-2
골든부동산중개,부동산,부동산 서비스,상무1동,광주광역시,서구,광주광역시 서구 상무오월로15번길 19
도산골옆집,음식,한식,도산동,광주광역시,광산구,광주광역시 광산구 도산로9번길 15
청년트레블,시설관리·임대,여행사·보조,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 58
송정,숙박,일반 숙박,송정2동,광주광역시,광산구,광주광역시 광산구 송정로1번길 28
월산빌,숙박,일반 숙박,월산동,광주광역시,남구,광주광역시 남구 독립로 167
도쿄990,음식,기타 간이,중흥동,광주광역시,북구,광주광역시 북구 호동로 10-6
한아름수족관,소매,기타 생활용품 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 목련로 140
애드보이스보컬음악교습소,교육,기타 교육,주월2동,광주광역시,남구,광주광역시 남구 군분로33번길 33
지웰피부샵,수리·개인,이용·미용,봉선2동,광주광역시,남구,광주광역시 남구 봉선2로 51-1
돈구이불붙었네,음식,한식,운암1동,광주광역시,북구,광주광역시 북구 황계로 15
유창석유,소매,연료 소매,방림2동,광주광역시,남구,광주광역시 남구 천변좌로542번길 20
황금공인중개사사무소,부동산,부동산 서비스,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단내촌로70번길 108-5
백제간호전문학원,교육,기타 교육,송정2동,광주광역시,광산구,광주광역시 광산구 내상로 2
알제이퓨처스,과학·기술,본사·경영 컨설팅,우산동,광주광역시,북구,광주광역시 북구 서방로63번길 16
명성광택,수리·개인,자동차 수리·세차,서창동,광주광역시,서구,광주광역시 서구 매월2로 53
신부넷해담헌,음식,비알코올 ,사직동,광주광역시,남구,광주광역시 남구 사직안길 29
태인정보통신,소매,가전·통신 소매,주월2동,광주광역시,남구,광주광역시 남구 회재로 1225
캠핑고래,소매,기타 상품 소매,첨단2동,광주광역시,광산구,광주광역시 광산구 풍영정길 461
갈매나무,음식,비알코올 ,동명동,광주광역시,동구,광주광역시 동구 동명로 63
성애,숙박,일반 숙박,신안동,광주광역시,북구,광주광역시 북구 중흥로91번길 21
화이트윗치,소매,식물 소매,운암2동,광주광역시,북구,광주광역시 북구 하남대로769번길 16
아이팩토리,소매,안경·정밀기기 소매,충장동,광주광역시,동구,광주광역시 동구 서석로7번길 5
포유언어심리발달센터,교육,기타 교육,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로 372
숯과돼지한마리,음식,한식,운암2동,광주광역시,북구,광주광역시 북구 대자로 82
경영컨설팅업,과학·기술,본사·경영 컨설팅,양산동,광주광역시,북구,광주광역시 북구 첨단연신로 45
변호사서성일법률사무소,과학·기술,법무관련 ,지산2동,광주광역시,동구,광주광역시 동구 준법로 12
이쁜이,소매,섬유·의복·신발 소매,월곡1동,광주광역시,광산구,광주광역시 광산구 월곡로 13
목사골나주곰탕,음식,한식,상무2동,광주광역시,서구,광주광역시 서구 운천로 105
하남동물병원,과학·기술,수의,월곡2동,광주광역시,광산구,광주광역시 광산구 목련로 91-1
굽네치킨,음식,기타 간이,학운동,광주광역시,동구,광주광역시 동구 의재로 54
마리텔,소매,기타 상품 소매,수완동,광주광역시,광산구,광주광역시 광산구 장신로50번길 9-8
한국유아체육지도자협회,교육,교육 지원,화정4동,광주광역시,서구,광주광역시 서구 염화로31번길 5
놀숲광주,음식,비알코올 ,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로332번길 9-4
그리고채우다,수리·개인,이용·미용,신가동,광주광역시,광산구,광주광역시 광산구 수등로258번길 10
동일전기,수리·개인,가전제품 수리,충장동,광주광역시,동구,광주광역시 동구 구성로152번길 9
갈구남,음식,한식,첨단2동,광주광역시,광산구,광주광역시 광산구 임방울대로826번길 20
톰보이,소매,섬유·의복·신발 소매,수완동,광주광역시,광산구,광주광역시 광산구 장신로 98
벨르제이,수리·개인,이용·미용,우산동,광주광역시,광산구,광주광역시 광산구 금봉로 106
하이봄네일,수리·개인,이용·미용,월곡2동,광주광역시,광산구,광주광역시 광산구 산정로 38
헤어그램,수리·개인,이용·미용,용봉동,광주광역시,북구,광주광역시 북구 우치로 102-1
광주남부코웨이물류,시설관리·임대,가정용품 대여,서창동,광주광역시,서구,광주광역시 서구 서창발산길 12-20
업소명없음,과학·기술,본사·경영 컨설팅,하남동,광주광역시,광산구,광주광역시 광산구 하남산단6번로 57
와인에빠지다,음식,주점,봉선2동,광주광역시,남구,광주광역시 남구 봉선2로 31
꽃마름풍암점,음식,한식,풍암동,광주광역시,서구,광주광역시 서구 풍암1로7번길 10
졸리망헤어모드,수리·개인,이용·미용,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로 191
하라고헤어,수리·개인,이용·미용,첨단2동,광주광역시,광산구,광주광역시 광산구 첨단중앙로116번길 9
자연바디피부샵,수리·개인,욕탕·신체관리,용봉동,광주광역시,북구,광주광역시 북구 저불로 80
한우장터,음식,한식,서창동,광주광역시,서구,광주광역시 서구 전평길 20
건축사사무소토형,과학·기술,기술 서비스,삼각동,광주광역시,북구,광주광역시 북구 설죽로455번길 4-7
조은인테리어,과학·기술,전문 디자인,어룡동,광주광역시,광산구,광주광역시 광산구 어등대로563번길 15
골드탑공인중개사사무소,부동산,부동산 서비스,주월1동,광주광역시,남구,광주광역시 남구 서문대로 793
수림갈비홈서비스,음식,한식,중흥동,광주광역시,북구,광주광역시 북구 서양로 63
매직아이,소매,의약·화장품 소매,월산5동,광주광역시,남구,광주광역시 남구 금화로422번길 28-1
삼삼공인중개사사무소,부동산,부동산 서비스,양동,광주광역시,서구,광주광역시 서구 양동로 33
공예사랑,소매,장식품 소매,중앙동,광주광역시,북구,광주광역시 북구 금남로115번길 20
생돼지고기김치찌개,음식,한식,송정2동,광주광역시,광산구,광주광역시 광산구 광산로29번길 20
명품수선실,수리·개인,기타 가정용품 수리,풍암동,광주광역시,서구,광주광역시 서구 금화로 240
명바이올린교습소,교육,기타 교육,진월동,광주광역시,남구,광주광역시 남구 서문대로663번길 11
안경나라서동점,소매,안경·정밀기기 소매,사직동,광주광역시,남구,광주광역시 남구 중앙로 77
아이퍼스트태권도스포츠스쿨,교육,기타 교육,수완동,광주광역시,광산구,광주광역시 광산구 풍영로145번길 82
건축사사무소지.에이,과학·기술,기술 서비스,삼각동,광주광역시,북구,광주광역시 북구 송해로 6-1
태봉골식육식당,음식,한식,오치2동,광주광역시,북구,광주광역시 북구 설죽로370번길 16
라라유니버스,음식,기타 간이,건국동,광주광역시,북구,광주광역시 북구 하서로 498
에이디경영컨설팅,과학·기술,본사·경영 컨설팅,건국동,광주광역시,북구,광주광역시 북구 첨단과기로208번길 43-10
보름기업,소매,기타 생활용품 소매,산수2동,광주광역시,동구,광주광역시 동구 필문대로153번길 22
대풍쪽갈비,음식,한식,동명동,광주광역시,동구,광주광역시 동구 장동로43번길 7
로맨틱블룸,소매,식물 소매,수완동,광주광역시,광산구,광주광역시 광산구 수등로94번길 30
콜롬버스스크린,예술·스포츠,스포츠 서비스,우산동,광주광역시,광산구,광주광역시 광산구 풍영철길로 15
우리동네,소매,종합 소매,학운동,광주광역시,동구,광주광역시 동구 의재로 32-1
마음숲아트,교육,기타 교육,효덕동,광주광역시,남구,광주광역시 남구 효우2로26번길 13
롯데쇼핑롯데슈퍼주,소매,종합 소매,문흥1동,광주광역시,북구,광주광역시 북구 대천로 140-7
박종효법무사무소,과학·기술,법무관련 ,지산1동,광주광역시,동구,광주광역시 동구 동명로98번길 1
신가리양어장낚시터,예술·스포츠,유원지·오락,운남동,광주광역시,광산구,광주광역시 광산구 풍영철길로 190-23
오토캐슬,수리·개인,자동차 수리·세차,비아동,광주광역시,광산구,광주광역시 광산구 북문대로 575
세기렌탈,시설관리·임대,산업용품 대여,비아동,광주광역시,광산구,광주광역시 광산구 사암로 860-7
안성그릇,소매,기타 생활용품 소매,양동,광주광역시,서구,광주광역시 서구 천변좌로 243
트라이,소매,섬유·의복·신발 소매,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로 261
홍어일번지,음식,한식,두암3동,광주광역시,북구,광주광역시 북구 밤실로 184-1
그린정보통신,음식,기타 간이,백운1동,광주광역시,남구,광주광역시 남구 백운로 70
공감과학학원,교육,일반 교육,수완동,광주광역시,광산구,광주광역시 광산구 장신로 133
신가카맨샵,수리·개인,자동차 수리·세차,신가동,광주광역시,광산구,광주광역시 광산구 수등로243번길 27
정선주심리상담연구소부설부모교육센터,교육,교육 지원,치평동,광주광역시,서구,광주광역시 서구 상무중앙로 43
바른공인중개사사무소,부동산,부동산 서비스,주월2동,광주광역시,남구,광주광역시 남구 군분로 8-1
문세무회계,과학·기술,회계·세무,치평동,광주광역시,서구,광주광역시 서구 시청로 97
레드카펫주유소,소매,연료 소매,신안동,광주광역시,북구,광주광역시 북구 용봉로 24
동완장여관,숙박,일반 숙박,문화동,광주광역시,북구,광주광역시 북구 동문대로213번길 18
난타5000,음식,기타 간이,주월1동,광주광역시,남구,광주광역시 남구 회재로1186번길 29
이호원,과학·기술,본사·경영 컨설팅,계림1동,광주광역시,동구,광주광역시 동구 동계천로53번길 8-3
고기판,음식,한식,수완동,광주광역시,광산구,광주광역시 광산구 임방울대로216번길 6-5
남명,수리·개인,장례식장 ,상무2동,광주광역시,서구,광주광역시 서구 쌍학로 11
더디자인이엔지,과학·기술,전문 디자인,풍향동,광주광역시,북구,광주광역시 북구 군왕로8번길 5
명장공인중개사사무소,부동산,부동산 서비스,비아동,광주광역시,광산구,광주광역시 광산구 도천남길 38-62
광주썬팅,수리·개인,자동차 수리·세차,풍향동,광주광역시,북구,광주광역시 북구 군왕로 10
서광약국,소매,의약·화장품 소매,두암2동,광주광역시,북구,광주광역시 북구 면앙로170번길 10
도이앤빵쇼핑,음식,구내식당·뷔페,학운동,광주광역시,동구,광주광역시 동구 증심사길 16
서울A.V,소매,가전·통신 소매,충장동,광주광역시,동구,광주광역시 동구 독립로264번길 25
영총상회,소매,식료품 소매,학동,광주광역시,동구,광주광역시 동구 제봉로17번길 13-6
제이뷰티,수리·개인,이용·미용,첨단2동,광주광역시,광산구,광주광역시 광산구 월계로 170
대주회계법인광주분사무소,과학·기술,회계·세무,화정1동,광주광역시,서구,광주광역시 서구 상무대로 1071
은성,소매,중고 상품 소매,화정2동,광주광역시,서구,광주광역시 서구 월드컵4강로28번길 45-2
모리아,과학·기술,전문 디자인,진월동,광주광역시,남구,광주광역시 남구 서문대로650번길 17-2
압구정헤어뱅크,수리·개인,이용·미용,광천동,광주광역시,서구,광주광역시 서구 광천2길 14
샘터에너지,과학·기술,본사·경영 컨설팅,문화동,광주광역시,북구,광주광역시 북구 군왕로207번길 41
현화전기,소매,기타 생활용품 소매,서창동,광주광역시,서구,광주광역시 서구 벽진학두길 22
해피1000,소매,종합 소매,두암3동,광주광역시,북구,광주광역시 북구 군왕로 56-1
루헤어,수리·개인,이용·미용,운암1동,광주광역시,북구,광주광역시 북구 서강로62번길 49
문화자동차공업사유,수리·개인,자동차 수리·세차,문화동,광주광역시,북구,광주광역시 북구 동문대로 294-7
민헤어,수리·개인,이용·미용,주월1동,광주광역시,남구,광주광역시 남구 봉선로84번길 16
큰뼈,음식,한식,문흥1동,광주광역시,북구,광주광역시 북구 문산로 43-9
