bizesNm,indsLclsNm,indsMclsNm,sigunguNm,sigunguDetailNm,adongNm,rdnAdr,indsSclsNm,ctprvnNm,signguNm
모닝공인중개사사무소,부동산,부동산 서비스,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 하률로30번길 22,미제공,미제공,미제공
아맛집,음식,한식,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 아주로13번길 19,미제공,미제공,미제공
김옥란유학원수원지사,교육,교육 지원,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 덕영대로 1709,미제공,미제공,미제공
보다싸고이쁜옷집,소매,섬유·의복·신발 소매,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로7번길 16,미제공,미제공,미제공
삼보열쇠,소매,철물·건설자재 소매,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 세권로93번길 1,미제공,미제공,미제공
캘리락,교육,기타 교육,경기도,수원시 권선구,구운동,경기도 수원시 권선구 일월천로15번길 22-10,미제공,미제공,미제공
수원화서자라다남아미술학원,교육,기타 교육,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 덕영대로 695,미제공,미제공,미제공
종이문화재단경기수원영통종이문화교육원,교육,기타 교육,경기도,수원시 영통구,망포2동,경기도 수원시 영통구 태장로54번길 66,미제공,미제공,미제공
빨간벽돌집,음식,주점,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 경수대로 918,미제공,미제공,미제공
권약국,소매,의약·화장품 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로895번길 8,미제공,미제공,미제공
카카오토,시설관리·임대,운송장비 대여,경기도,수원시 권선구,구운동,경기도 수원시 권선구 일월천로4번길 40,미제공,미제공,미제공
고기굽는혀누네,음식,한식,경기도,수원시 장안구,파장동,경기도 수원시 장안구 장안로 342,미제공,미제공,미제공
세븐데이즈,소매,의약·화장품 소매,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로7번길 30,미제공,미제공,미제공
혜윰소프트,수리·개인,세탁,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 대학1로64번길 23,미제공,미제공,미제공
부동산갤러리공인중개사사무소,부동산,부동산 서비스,경기도,수원시 장안구,영화동,경기도 수원시 장안구 수성로304번길 28,미제공,미제공,미제공
좋은프리드,수리·개인,장례식장 ,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 802,미제공,미제공,미제공
오브유에스테틱,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로118번길 24,미제공,미제공,미제공
로그,수리·개인,가전제품 수리,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 204,미제공,미제공,미제공
세종약국,소매,의약·화장품 소매,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계로108번길 4,미제공,미제공,미제공
에이치솔루션,수리·개인,가전제품 수리,경기도,수원시 장안구,영화동,경기도 수원시 장안구 영화로50번길 31,미제공,미제공,미제공
중앙모터샵,수리·개인,모터사이클 수리,경기도,수원시 권선구,세류3동,경기도 수원시 권선구 정조로 546,미제공,미제공,미제공
명승카자동차공업사세차장,수리·개인,자동차 수리·세차,경기도,수원시 권선구,평동,경기도 수원시 권선구 매송고색로831번길 5,미제공,미제공,미제공
59쌀피자,음식,기타 간이,경기도,수원시 권선구,입북동,경기도 수원시 권선구 당진로31번길 7-4,미제공,미제공,미제공
나의모든순간,음식,비알코올 ,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로25번길 78-1,미제공,미제공,미제공
반석디자인하우징,과학·기술,광고,경기도,수원시 장안구,송죽동,경기도 수원시 장안구 파장천로58번길 91,미제공,미제공,미제공
대한카센타,수리·개인,자동차 수리·세차,경기도,수원시 팔달구,고등동,경기도 수원시 팔달구 고화로 78,미제공,미제공,미제공
아주세무법인,과학·기술,회계·세무,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 고화로 6,미제공,미제공,미제공
서진,수리·개인,통신장비 수리,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 신원로 55,미제공,미제공,미제공
대한집속초음파의학회,과학·기술,광고,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 중부대로 96,미제공,미제공,미제공
타마시헤어수원천천점,수리·개인,이용·미용,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 만석로5번길 6,미제공,미제공,미제공
요스시,음식,일식,경기도,수원시 팔달구,화서2동,경기도 수원시 팔달구 덕영대로697번길 16,미제공,미제공,미제공
BouBouWorks,소매,섬유·의복·신발 소매,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로239번길 48,미제공,미제공,미제공
이엔씨,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로 134,미제공,미제공,미제공
브레인애드컴,시설관리·임대,기타 사업 서비스,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 향교로 83,미제공,미제공,미제공
동탄왕팔,과학·기술,사진 촬영,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 봉영로 1617,미제공,미제공,미제공
오케이공인중개사사무소,부동산,부동산 서비스,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 효원로249번길 18-17,미제공,미제공,미제공
뽑기랜드,예술·스포츠,유원지·오락,경기도,수원시 장안구,영화동,경기도 수원시 장안구 팔달로271번길 12,미제공,미제공,미제공
도움길7080라이브포차,음식,한식,경기도,수원시 팔달구,행궁동,경기도 수원시 팔달구 정조로 775-3,미제공,미제공,미제공
페인스톰수원,교육,기타 교육,경기도,수원시 권선구,구운동,경기도 수원시 권선구 수인로296번길 54,미제공,미제공,미제공
연애,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 서수원로577번길 341,미제공,미제공,미제공
커피매니아,음식,비알코올 ,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 효원로 26,미제공,미제공,미제공
주앤필라테스,교육,기타 교육,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 7-2,미제공,미제공,미제공
오라고치킨닭발,음식,기타 간이,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로161번길 6,미제공,미제공,미제공
착한사진관,과학·기술,사진 촬영,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로 72,미제공,미제공,미제공
미래드림,과학·기술,본사·경영 컨설팅,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 7-2,미제공,미제공,미제공
샵816hair,수리·개인,이용·미용,경기도,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 213,미제공,미제공,미제공
인테리어우아미,과학·기술,전문 디자인,경기도,수원시 영통구,매탄2동,경기도 수원시 영통구 매영로 27,미제공,미제공,미제공
피자스쿨,음식,기타 간이,경기도,수원시 권선구,곡선동,경기도 수원시 권선구 곡선로50번길 45-4,미제공,미제공,미제공
설렘헤어살롱,수리·개인,이용·미용,경기도,수원시 영통구,매탄4동,경기도 수원시 영통구 동수원로 448,미제공,미제공,미제공
롯데수원쿠론,소매,섬유·의복·신발 소매,경기도,수원시 권선구,서둔동,경기도 수원시 권선구 세화로 134,미제공,미제공,미제공
장미,음식,한식,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 덕영대로895번길 37,미제공,미제공,미제공
조은속옷나라,소매,섬유·의복·신발 소매,경기도,수원시 장안구,조원1동,경기도 수원시 장안구 송정로187번길 41,미제공,미제공,미제공
롯데광교점프로스펙스,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 도청로 10,미제공,미제공,미제공
코리안숯불바베큐영통,음식,기타 간이,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로 14,미제공,미제공,미제공
진1937,음식,비알코올 ,경기도,수원시 영통구,영통2동,경기도 수원시 영통구 영통로241번길 12-46,미제공,미제공,미제공
펀비어킹권선,음식,주점,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 덕영대로1207번길 46-10,미제공,미제공,미제공
현대유통,소매,종합 소매,경기도,수원시 장안구,정자3동,경기도 수원시 장안구 하률로46번길 17,미제공,미제공,미제공
나그네실비집,음식,주점,경기도,수원시 권선구,평동,경기도 수원시 권선구 고색로 78,미제공,미제공,미제공
골프마데광교,소매,오락용품 소매,경기도,수원시 영통구,원천동,경기도 수원시 영통구 월드컵로97번길 61,미제공,미제공,미제공
엠비코인엔온돌노래연습장,예술·스포츠,유원지·오락,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 매탄로100번길 17,미제공,미제공,미제공
장미,음식,주점,경기도,수원시 장안구,영화동,경기도 수원시 장안구 팔달로279번길 12,미제공,미제공,미제공
행복가게,소매,식료품 소매,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로 244,미제공,미제공,미제공
유니크컴퍼니,과학·기술,전문 디자인,경기도,수원시 영통구,원천동,경기도 수원시 영통구 매영로159번길 19,미제공,미제공,미제공
엠아이,소매,섬유·의복·신발 소매,경기도,수원시 영통구,광교1동,경기도 수원시 영통구 센트럴타운로 85,미제공,미제공,미제공
이뿐이,소매,섬유·의복·신발 소매,경기도,수원시 장안구,파장동,경기도 수원시 장안구 경수대로1081번길 35,미제공,미제공,미제공
봄날의기억,과학·기술,사진 촬영,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 반달로7번길 40,미제공,미제공,미제공
손자매살롱,수리·개인,이용·미용,경기도,수원시 권선구,세류1동,경기도 수원시 권선구 세류로 3-1,미제공,미제공,미제공
다올공인중개사사무소합동,부동산,부동산 서비스,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 동말로78번길 26,미제공,미제공,미제공
다이소수원,소매,기타 생활용품 소매,경기도,수원시 팔달구,매산동,경기도 수원시 팔달구 고화로9번길 27,미제공,미제공,미제공
민턴톡,소매,오락용품 소매,경기도,수원시 영통구,매탄4동,경기도 수원시 영통구 매탄로 182-1,미제공,미제공,미제공
지티엔이주,과학·기술,기술 서비스,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로 39,미제공,미제공,미제공
법무법인이연,과학·기술,법무관련 ,경기도,수원시 영통구,광교2동,경기도 수원시 영통구 광교중앙로248번길 7-1,미제공,미제공,미제공
예당,음식,한식,경기도,수원시 영통구,매탄3동,경기도 수원시 영통구 인계로 260,미제공,미제공,미제공
이마트24아주대원룸점,소매,종합 소매,경기도,수원시 팔달구,우만2동,경기도 수원시 팔달구 중부대로223번길 4,미제공,미제공,미제공
세벗세무회계사무소,과학·기술,회계·세무,경기도,수원시 영통구,영통3동,경기도 수원시 영통구 청명남로 6,미제공,미제공,미제공
초원정,음식,한식,경기도,수원시 팔달구,화서1동,경기도 수원시 팔달구 팔달로119번길 13,미제공,미제공,미제공
KBS노래연습장,예술·스포츠,유원지·오락,경기도,수원시 권선구,권선2동,경기도 수원시 권선구 권중로50번길 8-35,미제공,미제공,미제공
르씨엘,음식,기타 간이,경기도,수원시 권선구,권선1동,경기도 수원시 권선구 세지로66번길 12,미제공,미제공,미제공
